[09:34:02 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.58MB
[09:34:39 INF] Usage: Total CPU 4.20% | App CPU 0.00% | App Heap 5.24MB
[09:34:40 INF] Usage: Total CPU 10.12% | App CPU 0.00% | App Heap 5.25MB
[09:34:41 INF] Usage: Total CPU 1.78% | App CPU 0.00% | App Heap 5.25MB
[09:34:42 INF] Usage: Total CPU 4.51% | App CPU 0.06% | App Heap 5.25MB
[09:34:43 INF] Usage: Total CPU 1.49% | App CPU 0.00% | App Heap 5.25MB
[09:34:44 INF] Usage: Total CPU 10.74% | App CPU 0.00% | App Heap 5.25MB
[09:34:45 INF] Usage: Total CPU 4.66% | App CPU 0.00% | App Heap 5.25MB
[09:34:46 INF] Usage: Total CPU 8.05% | App CPU 0.00% | App Heap 5.25MB
[09:34:47 INF] Usage: Total CPU 4.37% | App CPU 0.00% | App Heap 5.25MB
[09:34:48 INF] Usage: Total CPU 4.28% | App CPU 0.00% | App Heap 5.25MB
[09:34:49 INF] Usage: Total CPU 14.70% | App CPU 0.06% | App Heap 5.25MB
[09:34:50 INF] Usage: Total CPU 7.94% | App CPU 1.60% | App Heap 5.25MB
[09:34:51 INF] Usage: Total CPU 6.78% | App CPU 0.06% | App Heap 5.25MB
[09:34:52 INF] Usage: Total CPU 2.59% | App CPU 0.00% | App Heap 5.25MB
[09:34:53 INF] Usage: Total CPU 1.11% | App CPU 0.00% | App Heap 5.26MB
[09:34:54 INF] Usage: Total CPU 2.62% | App CPU 0.00% | App Heap 5.26MB
[09:34:55 INF] Usage: Total CPU 1.89% | App CPU 0.00% | App Heap 5.26MB
[09:34:56 INF] Usage: Total CPU 2.28% | App CPU 0.00% | App Heap 5.26MB
[09:34:57 INF] Usage: Total CPU 2.61% | App CPU 0.00% | App Heap 5.25MB
[09:34:58 INF] Usage: Total CPU 1.74% | App CPU 0.00% | App Heap 5.25MB
[09:34:59 INF] Usage: Total CPU 1.00% | App CPU 0.00% | App Heap 5.25MB
[09:35:00 INF] Usage: Total CPU 3.97% | App CPU 0.06% | App Heap 5.26MB
[09:35:01 INF] Usage: Total CPU 2.35% | App CPU 0.00% | App Heap 5.26MB
[09:35:02 INF] Usage: Total CPU 2.56% | App CPU 1.55% | App Heap 5.26MB
[09:35:03 INF] Usage: Total CPU 5.15% | App CPU 0.06% | App Heap 5.25MB
[09:35:04 INF] Usage: Total CPU 5.03% | App CPU 0.26% | App Heap 5.26MB
[09:35:05 INF] Usage: Total CPU 3.18% | App CPU 0.00% | App Heap 5.25MB
[09:35:06 INF] Usage: Total CPU 3.98% | App CPU 0.00% | App Heap 5.25MB
[09:35:07 INF] Usage: Total CPU 4.86% | App CPU 0.00% | App Heap 5.26MB
[09:35:08 INF] Usage: Total CPU 2.72% | App CPU 1.54% | App Heap 5.26MB
[09:35:09 INF] Usage: Total CPU 1.77% | App CPU 0.00% | App Heap 5.25MB
[09:35:10 INF] Usage: Total CPU 0.62% | App CPU 0.00% | App Heap 5.25MB
[09:35:11 INF] Usage: Total CPU 4.93% | App CPU 0.00% | App Heap 5.25MB
[09:35:12 INF] Usage: Total CPU 4.52% | App CPU 1.55% | App Heap 5.26MB
[09:35:13 INF] Usage: Total CPU 3.69% | App CPU 0.00% | App Heap 5.26MB
[09:35:14 INF] Usage: Total CPU 4.79% | App CPU 0.00% | App Heap 5.25MB
[09:35:15 INF] Usage: Total CPU 8.11% | App CPU 0.00% | App Heap 5.25MB
[09:35:16 INF] Usage: Total CPU 8.50% | App CPU 0.00% | App Heap 5.25MB
[09:35:17 INF] Usage: Total CPU 3.21% | App CPU 0.00% | App Heap 5.24MB
[09:35:18 INF] Usage: Total CPU 6.23% | App CPU 0.00% | App Heap 5.24MB
[09:35:19 INF] Usage: Total CPU 3.07% | App CPU 0.00% | App Heap 5.23MB
[09:35:20 INF] Usage: Total CPU 3.33% | App CPU 1.48% | App Heap 5.23MB
[09:35:21 INF] Usage: Total CPU 0.98% | App CPU 0.13% | App Heap 5.24MB
[09:35:22 INF] Usage: Total CPU 4.10% | App CPU 0.00% | App Heap 5.24MB
[09:35:23 INF] Usage: Total CPU 0.72% | App CPU 0.00% | App Heap 5.23MB
[09:35:24 INF] Usage: Total CPU 3.06% | App CPU 0.00% | App Heap 5.24MB
[09:35:25 INF] Usage: Total CPU 12.59% | App CPU 0.26% | App Heap 5.22MB
[09:35:26 INF] Usage: Total CPU 20.08% | App CPU 0.00% | App Heap 5.18MB
[09:35:27 INF] Usage: Total CPU 19.25% | App CPU 0.06% | App Heap 5.19MB
[09:35:28 INF] Usage: Total CPU 16.91% | App CPU 1.05% | App Heap 5.18MB
[09:35:29 INF] Usage: Total CPU 7.35% | App CPU 0.00% | App Heap 5.18MB
[09:35:30 INF] Usage: Total CPU 13.74% | App CPU 1.55% | App Heap 5.18MB
[09:35:31 INF] Usage: Total CPU 4.74% | App CPU 0.00% | App Heap 5.19MB
[09:35:32 INF] Usage: Total CPU 4.82% | App CPU 1.61% | App Heap 5.18MB
[09:35:33 INF] Usage: Total CPU 2.20% | App CPU 0.00% | App Heap 5.18MB
[09:35:34 INF] Usage: Total CPU 1.59% | App CPU 0.00% | App Heap 5.19MB
[09:35:35 INF] Usage: Total CPU 5.38% | App CPU 0.00% | App Heap 5.19MB
[09:35:36 INF] Usage: Total CPU 2.09% | App CPU 0.00% | App Heap 5.18MB
[09:35:38 INF] Usage: Total CPU 3.66% | App CPU 0.00% | App Heap 5.18MB
[09:35:39 INF] Usage: Total CPU 2.71% | App CPU 0.00% | App Heap 5.19MB
[09:35:40 INF] Usage: Total CPU 4.30% | App CPU 0.00% | App Heap 5.19MB
[09:35:41 INF] Usage: Total CPU 6.43% | App CPU 0.39% | App Heap 5.18MB
[09:35:42 INF] Usage: Total CPU 1.64% | App CPU 0.00% | App Heap 5.18MB
[09:35:43 INF] Usage: Total CPU 1.19% | App CPU 0.00% | App Heap 5.18MB
[09:35:44 INF] Usage: Total CPU 8.53% | App CPU 0.00% | App Heap 5.18MB
[09:35:45 INF] Usage: Total CPU 37.28% | App CPU 0.06% | App Heap 5.18MB
[09:35:46 INF] Usage: Total CPU 50.29% | App CPU 1.54% | App Heap 5.19MB
[09:35:47 INF] Usage: Total CPU 49.10% | App CPU 2.72% | App Heap 5.18MB
[09:35:48 INF] Usage: Total CPU 17.29% | App CPU 0.00% | App Heap 5.19MB
[09:35:49 INF] Usage: Total CPU 9.37% | App CPU 0.00% | App Heap 5.18MB
[09:35:50 INF] Usage: Total CPU 6.63% | App CPU 0.06% | App Heap 5.18MB
[09:35:51 INF] Usage: Total CPU 1.73% | App CPU 0.00% | App Heap 5.18MB
[09:35:52 INF] Usage: Total CPU 9.44% | App CPU 0.06% | App Heap 5.18MB
[09:35:53 INF] Usage: Total CPU 15.44% | App CPU 0.83% | App Heap 5.18MB
[09:35:54 INF] Usage: Total CPU 7.98% | App CPU 0.00% | App Heap 5.19MB
[09:35:55 INF] Usage: Total CPU 11.87% | App CPU 0.00% | App Heap 5.19MB
[09:35:56 INF] Usage: Total CPU 5.57% | App CPU 1.54% | App Heap 5.18MB
[09:35:57 INF] Usage: Total CPU 1.68% | App CPU 0.00% | App Heap 5.18MB
[09:35:58 INF] Usage: Total CPU 5.30% | App CPU 0.00% | App Heap 5.19MB
[09:35:59 INF] Usage: Total CPU 3.19% | App CPU 0.00% | App Heap 5.18MB
[09:36:00 INF] Usage: Total CPU 15.75% | App CPU 0.00% | App Heap 5.18MB
[09:36:01 INF] Usage: Total CPU 22.82% | App CPU 0.00% | App Heap 5.18MB
[09:36:02 INF] Usage: Total CPU 33.12% | App CPU 0.00% | App Heap 5.18MB
[09:36:03 INF] Usage: Total CPU 31.22% | App CPU 0.00% | App Heap 5.18MB
[09:36:04 INF] Usage: Total CPU 32.37% | App CPU 0.06% | App Heap 5.18MB
[09:36:05 INF] Usage: Total CPU 26.62% | App CPU 0.00% | App Heap 5.18MB
[09:36:06 INF] Usage: Total CPU 20.38% | App CPU 0.00% | App Heap 5.19MB
[09:36:07 INF] Usage: Total CPU 25.28% | App CPU 0.00% | App Heap 5.18MB
[09:36:08 INF] Usage: Total CPU 10.03% | App CPU 0.00% | App Heap 5.18MB
[09:36:09 INF] Usage: Total CPU 7.81% | App CPU 0.00% | App Heap 5.19MB
[09:36:10 INF] Usage: Total CPU 6.75% | App CPU 0.06% | App Heap 5.18MB
[09:36:11 INF] Usage: Total CPU 9.83% | App CPU 0.00% | App Heap 5.18MB
[09:36:12 INF] Usage: Total CPU 6.28% | App CPU 0.00% | App Heap 5.18MB
[09:36:13 INF] Usage: Total CPU 6.84% | App CPU 0.00% | App Heap 5.18MB
[09:36:14 INF] Usage: Total CPU 13.02% | App CPU 1.47% | App Heap 5.18MB
[09:36:15 INF] Usage: Total CPU 11.53% | App CPU 0.26% | App Heap 5.19MB
[09:36:16 INF] Usage: Total CPU 3.52% | App CPU 0.00% | App Heap 5.18MB
[09:36:17 INF] Usage: Total CPU 3.72% | App CPU 0.00% | App Heap 5.18MB
[09:36:18 INF] Usage: Total CPU 6.20% | App CPU 0.13% | App Heap 5.19MB
[09:36:19 INF] Usage: Total CPU 10.26% | App CPU 1.54% | App Heap 5.19MB
[09:36:20 INF] Usage: Total CPU 9.17% | App CPU 1.41% | App Heap 5.19MB
[09:36:21 INF] Usage: Total CPU 5.92% | App CPU 0.06% | App Heap 5.18MB
[09:36:22 INF] Usage: Total CPU 5.51% | App CPU 0.00% | App Heap 5.19MB
[09:36:24 INF] Usage: Total CPU 9.92% | App CPU 0.00% | App Heap 5.19MB
[09:36:25 INF] Usage: Total CPU 2.48% | App CPU 0.00% | App Heap 5.18MB
[09:36:26 INF] Usage: Total CPU 1.53% | App CPU 0.00% | App Heap 5.18MB
[09:36:27 INF] Usage: Total CPU 1.22% | App CPU 0.00% | App Heap 5.19MB
[09:36:28 INF] Usage: Total CPU 5.74% | App CPU 0.00% | App Heap 5.18MB
[09:36:29 INF] Usage: Total CPU 2.50% | App CPU 0.00% | App Heap 5.18MB
[09:36:30 INF] Usage: Total CPU 4.04% | App CPU 0.00% | App Heap 5.19MB
[09:36:31 INF] Usage: Total CPU 1.41% | App CPU 0.00% | App Heap 5.19MB
[09:36:32 INF] Usage: Total CPU 1.89% | App CPU 0.00% | App Heap 5.19MB
[09:36:33 INF] Usage: Total CPU 2.26% | App CPU 0.00% | App Heap 5.19MB
[09:36:34 INF] Usage: Total CPU 1.67% | App CPU 0.00% | App Heap 5.19MB
[09:36:35 INF] Usage: Total CPU 4.44% | App CPU 0.00% | App Heap 5.18MB
[09:36:36 INF] Usage: Total CPU 6.82% | App CPU 0.00% | App Heap 5.18MB
[09:36:37 INF] Usage: Total CPU 3.99% | App CPU 0.00% | App Heap 5.19MB
[09:36:38 INF] Usage: Total CPU 4.94% | App CPU 1.55% | App Heap 5.19MB
[09:36:39 INF] Usage: Total CPU 1.43% | App CPU 0.00% | App Heap 5.19MB
[09:36:40 INF] Usage: Total CPU 6.55% | App CPU 0.00% | App Heap 5.18MB
[09:36:41 INF] Usage: Total CPU 4.78% | App CPU 0.00% | App Heap 5.18MB
[09:36:42 INF] Usage: Total CPU 10.37% | App CPU 0.00% | App Heap 5.19MB
[09:36:43 INF] Usage: Total CPU 4.96% | App CPU 0.00% | App Heap 5.19MB
[09:36:44 INF] Usage: Total CPU 8.09% | App CPU 0.00% | App Heap 5.19MB
[09:36:45 INF] Usage: Total CPU 14.68% | App CPU 0.00% | App Heap 5.19MB
[09:36:46 INF] Usage: Total CPU 4.28% | App CPU 1.03% | App Heap 5.19MB
[09:36:47 INF] Usage: Total CPU 3.19% | App CPU 0.00% | App Heap 5.19MB
[09:36:48 INF] Usage: Total CPU 5.98% | App CPU 0.00% | App Heap 5.19MB
[09:36:49 INF] Usage: Total CPU 7.19% | App CPU 1.55% | App Heap 5.19MB
[09:36:50 INF] Usage: Total CPU 6.78% | App CPU 0.00% | App Heap 5.19MB
[09:36:51 INF] Usage: Total CPU 2.02% | App CPU 0.00% | App Heap 5.19MB
[09:36:52 INF] Usage: Total CPU 6.19% | App CPU 0.00% | App Heap 5.19MB
[09:36:53 INF] Usage: Total CPU 6.49% | App CPU 0.00% | App Heap 5.19MB
[09:36:54 INF] Usage: Total CPU 3.22% | App CPU 0.00% | App Heap 5.19MB
[09:36:55 INF] Usage: Total CPU 7.64% | App CPU 0.00% | App Heap 5.19MB
[09:36:56 INF] Usage: Total CPU 7.63% | App CPU 0.19% | App Heap 5.19MB
[09:36:57 INF] Usage: Total CPU 8.70% | App CPU 0.00% | App Heap 5.19MB
[09:36:58 INF] Usage: Total CPU 2.72% | App CPU 1.55% | App Heap 5.19MB
[09:36:59 INF] Usage: Total CPU 1.67% | App CPU 0.00% | App Heap 5.19MB
[09:37:00 INF] Usage: Total CPU 2.95% | App CPU 0.06% | App Heap 5.19MB
[09:37:01 INF] Usage: Total CPU 3.48% | App CPU 1.54% | App Heap 5.20MB
[09:37:02 INF] Usage: Total CPU 2.81% | App CPU 0.00% | App Heap 5.19MB
[09:37:03 INF] Usage: Total CPU 2.31% | App CPU 0.00% | App Heap 5.20MB
[09:37:04 INF] Usage: Total CPU 1.59% | App CPU 0.00% | App Heap 5.20MB
[09:37:05 INF] Usage: Total CPU 2.54% | App CPU 0.00% | App Heap 5.19MB
[09:37:06 INF] Usage: Total CPU 2.70% | App CPU 0.00% | App Heap 5.20MB
[09:37:07 INF] Usage: Total CPU 2.62% | App CPU 0.00% | App Heap 5.19MB
[09:37:08 INF] Usage: Total CPU 1.83% | App CPU 0.00% | App Heap 5.19MB
[09:37:09 INF] Usage: Total CPU 3.19% | App CPU 0.00% | App Heap 5.20MB
[09:37:10 INF] Usage: Total CPU 3.68% | App CPU 0.00% | App Heap 5.20MB
[09:37:11 INF] Usage: Total CPU 0.67% | App CPU 0.00% | App Heap 5.19MB
[09:37:12 INF] Usage: Total CPU 1.74% | App CPU 0.00% | App Heap 5.20MB
[09:37:13 INF] Usage: Total CPU 1.27% | App CPU 0.00% | App Heap 5.19MB
[09:37:14 INF] Usage: Total CPU 1.07% | App CPU 0.00% | App Heap 5.20MB
[09:37:15 INF] Usage: Total CPU 6.05% | App CPU 0.00% | App Heap 5.19MB
[09:37:16 INF] Usage: Total CPU 3.73% | App CPU 1.35% | App Heap 5.19MB
[09:37:17 INF] Usage: Total CPU 0.17% | App CPU 0.00% | App Heap 5.19MB
[09:37:18 INF] Usage: Total CPU 1.49% | App CPU 0.00% | App Heap 5.20MB
[09:37:19 INF] Usage: Total CPU 3.46% | App CPU 0.00% | App Heap 5.20MB
[09:37:20 INF] Usage: Total CPU 1.17% | App CPU 0.00% | App Heap 5.20MB
[09:37:21 INF] Usage: Total CPU 2.01% | App CPU 0.00% | App Heap 5.13MB
[09:37:22 INF] Usage: Total CPU 3.20% | App CPU 0.00% | App Heap 5.19MB
[09:37:23 INF] Usage: Total CPU 3.26% | App CPU 0.00% | App Heap 5.19MB
[09:37:24 INF] Usage: Total CPU 5.59% | App CPU 0.06% | App Heap 5.19MB
[09:37:25 INF] Usage: Total CPU 6.96% | App CPU 0.00% | App Heap 5.19MB
[09:37:26 INF] Usage: Total CPU 6.43% | App CPU 1.22% | App Heap 5.20MB
[09:37:27 INF] Usage: Total CPU 7.19% | App CPU 0.00% | App Heap 5.20MB
[09:37:28 INF] Usage: Total CPU 3.46% | App CPU 0.00% | App Heap 5.19MB
[09:37:29 INF] Usage: Total CPU 2.39% | App CPU 0.00% | App Heap 5.19MB
[09:37:30 INF] Usage: Total CPU 2.79% | App CPU 0.00% | App Heap 5.20MB
[09:37:31 INF] Usage: Total CPU 1.58% | App CPU 0.00% | App Heap 5.20MB
[09:37:32 INF] Usage: Total CPU 2.67% | App CPU 0.00% | App Heap 5.20MB
[09:37:33 INF] Usage: Total CPU 4.34% | App CPU 1.54% | App Heap 5.19MB
[09:37:34 INF] Usage: Total CPU 11.62% | App CPU 0.00% | App Heap 5.19MB
[09:37:35 INF] Usage: Total CPU 2.32% | App CPU 0.00% | App Heap 5.19MB
[09:37:36 INF] Usage: Total CPU 15.68% | App CPU 0.00% | App Heap 5.19MB
[09:37:37 INF] Usage: Total CPU 8.53% | App CPU 0.00% | App Heap 5.19MB
[09:38:27 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.58MB
[09:38:28 INF] Usage: Total CPU 58.53% | App CPU 2.12% | App Heap 4.17MB
[09:38:29 INF] Usage: Total CPU 65.22% | App CPU 2.38% | App Heap 5.24MB
[09:38:30 INF] Usage: Total CPU 80.32% | App CPU 1.88% | App Heap 5.30MB
[09:38:31 INF] Usage: Total CPU 44.19% | App CPU 1.61% | App Heap 5.30MB
[09:38:33 INF] Usage: Total CPU 61.42% | App CPU 0.05% | App Heap 5.30MB
[09:38:34 INF] Usage: Total CPU 59.85% | App CPU 1.56% | App Heap 5.30MB
[09:38:35 INF] Usage: Total CPU 52.23% | App CPU 0.00% | App Heap 5.28MB
[09:38:36 INF] Usage: Total CPU 58.74% | App CPU 0.06% | App Heap 5.25MB
[09:38:37 INF] Usage: Total CPU 87.86% | App CPU 0.06% | App Heap 5.25MB
[09:38:38 INF] Usage: Total CPU 70.81% | App CPU 0.06% | App Heap 5.26MB
[09:38:39 INF] Usage: Total CPU 58.28% | App CPU 0.17% | App Heap 5.25MB
[09:38:40 INF] Usage: Total CPU 26.80% | App CPU 1.55% | App Heap 5.25MB
[09:38:41 INF] Usage: Total CPU 31.14% | App CPU 0.00% | App Heap 5.25MB
[09:38:42 INF] Usage: Total CPU 38.99% | App CPU 0.06% | App Heap 5.25MB
[09:38:43 INF] Usage: Total CPU 55.83% | App CPU 0.06% | App Heap 5.26MB
[09:38:44 INF] Usage: Total CPU 73.95% | App CPU 0.11% | App Heap 5.25MB
[09:38:45 INF] Usage: Total CPU 48.76% | App CPU 0.51% | App Heap 5.25MB
[09:38:46 INF] Usage: Total CPU 41.67% | App CPU 0.00% | App Heap 5.25MB
[09:38:47 INF] Usage: Total CPU 25.03% | App CPU 0.06% | App Heap 5.25MB
[09:38:48 INF] Usage: Total CPU 21.01% | App CPU 0.06% | App Heap 5.25MB
[09:38:49 INF] Usage: Total CPU 17.31% | App CPU 0.06% | App Heap 5.25MB
[09:38:50 INF] Usage: Total CPU 9.81% | App CPU 1.60% | App Heap 5.25MB
[09:38:51 INF] Usage: Total CPU 12.14% | App CPU 1.48% | App Heap 5.25MB
[09:38:52 INF] Usage: Total CPU 14.11% | App CPU 0.13% | App Heap 5.25MB
[09:38:53 INF] Usage: Total CPU 15.45% | App CPU 0.00% | App Heap 5.25MB
[09:38:54 INF] Usage: Total CPU 8.98% | App CPU 0.00% | App Heap 5.25MB
[09:38:55 INF] Usage: Total CPU 5.15% | App CPU 0.00% | App Heap 5.25MB
[09:38:56 INF] Usage: Total CPU 4.04% | App CPU 0.00% | App Heap 5.25MB
[09:38:57 INF] Usage: Total CPU 9.73% | App CPU 0.00% | App Heap 5.25MB
[09:38:58 INF] Usage: Total CPU 10.71% | App CPU 0.06% | App Heap 5.25MB
[09:38:59 INF] Usage: Total CPU 10.03% | App CPU 0.13% | App Heap 5.26MB
[09:39:00 INF] Usage: Total CPU 14.48% | App CPU 0.06% | App Heap 5.25MB
[09:39:01 INF] Usage: Total CPU 7.55% | App CPU 0.06% | App Heap 5.25MB
[09:39:02 INF] Usage: Total CPU 8.22% | App CPU 0.00% | App Heap 5.25MB
[09:39:03 INF] Usage: Total CPU 11.07% | App CPU 0.00% | App Heap 5.25MB
[09:39:04 INF] Usage: Total CPU 20.80% | App CPU 0.00% | App Heap 5.25MB
[09:39:05 INF] Usage: Total CPU 10.64% | App CPU 0.00% | App Heap 5.26MB
[09:39:06 INF] Usage: Total CPU 4.03% | App CPU 0.00% | App Heap 5.25MB
[09:39:07 INF] Usage: Total CPU 1.01% | App CPU 0.00% | App Heap 5.25MB
[09:39:08 INF] Usage: Total CPU 4.99% | App CPU 0.00% | App Heap 5.26MB
[09:39:09 INF] Usage: Total CPU 3.16% | App CPU 0.00% | App Heap 5.25MB
[09:39:10 INF] Usage: Total CPU 3.13% | App CPU 0.00% | App Heap 5.25MB
[09:39:11 INF] Usage: Total CPU 6.79% | App CPU 0.00% | App Heap 5.25MB
[09:39:12 INF] Usage: Total CPU 2.37% | App CPU 0.00% | App Heap 5.25MB
[09:39:13 INF] Usage: Total CPU 5.14% | App CPU 0.00% | App Heap 5.26MB
[09:39:14 INF] Usage: Total CPU 7.08% | App CPU 0.00% | App Heap 5.25MB
[09:39:15 INF] Usage: Total CPU 10.60% | App CPU 0.00% | App Heap 5.25MB
[09:39:16 INF] Usage: Total CPU 7.09% | App CPU 0.00% | App Heap 5.25MB
[09:39:17 INF] Usage: Total CPU 4.33% | App CPU 0.06% | App Heap 5.25MB
[09:39:18 INF] Usage: Total CPU 3.72% | App CPU 0.00% | App Heap 5.27MB
[09:39:19 INF] Usage: Total CPU 7.59% | App CPU 0.06% | App Heap 5.25MB
[09:39:20 INF] Usage: Total CPU 5.06% | App CPU 1.48% | App Heap 5.26MB
[09:39:21 INF] Usage: Total CPU 0.86% | App CPU 0.00% | App Heap 5.25MB
[09:39:22 INF] Usage: Total CPU 2.95% | App CPU 0.00% | App Heap 5.26MB
[09:39:24 INF] Usage: Total CPU 3.46% | App CPU 0.06% | App Heap 5.25MB
[09:39:25 INF] Usage: Total CPU 4.07% | App CPU 1.55% | App Heap 5.25MB
[09:39:26 INF] Usage: Total CPU 8.25% | App CPU 0.19% | App Heap 5.25MB
[09:39:27 INF] Usage: Total CPU 1.97% | App CPU 0.00% | App Heap 5.25MB
[09:39:28 INF] Usage: Total CPU 5.12% | App CPU 0.00% | App Heap 5.25MB
[09:39:29 INF] Usage: Total CPU 3.25% | App CPU 0.13% | App Heap 5.25MB
[09:39:30 INF] Usage: Total CPU 4.89% | App CPU 0.19% | App Heap 5.25MB
[09:39:31 INF] Usage: Total CPU 2.55% | App CPU 0.00% | App Heap 5.25MB
[09:39:32 INF] Usage: Total CPU 4.20% | App CPU 0.06% | App Heap 5.25MB
[09:39:33 INF] Usage: Total CPU 1.93% | App CPU 0.00% | App Heap 5.25MB
[09:39:34 INF] Usage: Total CPU 5.76% | App CPU 0.00% | App Heap 5.25MB
[09:39:35 INF] Usage: Total CPU 6.36% | App CPU 1.54% | App Heap 5.25MB
[09:39:36 INF] Usage: Total CPU 6.19% | App CPU 1.10% | App Heap 5.23MB
[09:39:37 INF] Usage: Total CPU 7.00% | App CPU 0.00% | App Heap 5.22MB
[09:39:38 INF] Usage: Total CPU 11.06% | App CPU 0.00% | App Heap 5.18MB
[09:39:39 INF] Usage: Total CPU 5.44% | App CPU 0.00% | App Heap 5.18MB
[09:39:40 INF] Usage: Total CPU 6.78% | App CPU 0.00% | App Heap 5.18MB
[09:39:41 INF] Usage: Total CPU 2.51% | App CPU 0.00% | App Heap 5.18MB
[09:39:42 INF] Usage: Total CPU 3.50% | App CPU 0.00% | App Heap 5.18MB
[09:39:43 INF] Usage: Total CPU 6.65% | App CPU 0.00% | App Heap 5.19MB
[09:39:44 INF] Usage: Total CPU 5.57% | App CPU 0.00% | App Heap 5.19MB
[09:39:45 INF] Usage: Total CPU 3.51% | App CPU 1.56% | App Heap 5.19MB
[09:39:46 INF] Usage: Total CPU 10.87% | App CPU 0.00% | App Heap 5.19MB
[09:39:47 INF] Usage: Total CPU 6.11% | App CPU 1.55% | App Heap 5.19MB
[09:39:48 INF] Usage: Total CPU 3.47% | App CPU 0.00% | App Heap 5.19MB
[09:39:49 INF] Usage: Total CPU 2.96% | App CPU 0.00% | App Heap 5.19MB
[09:39:50 INF] Usage: Total CPU 3.09% | App CPU 0.00% | App Heap 5.19MB
[09:39:51 INF] Usage: Total CPU 6.11% | App CPU 0.00% | App Heap 5.18MB
[09:39:52 INF] Usage: Total CPU 7.76% | App CPU 0.00% | App Heap 5.19MB
[09:39:53 INF] Usage: Total CPU 6.56% | App CPU 0.00% | App Heap 5.19MB
[09:39:54 INF] Usage: Total CPU 10.51% | App CPU 0.00% | App Heap 5.19MB
[09:39:55 INF] Usage: Total CPU 9.44% | App CPU 0.00% | App Heap 5.19MB
[09:39:56 INF] Usage: Total CPU 9.96% | App CPU 0.00% | App Heap 5.19MB
[09:39:57 INF] Usage: Total CPU 12.62% | App CPU 0.00% | App Heap 5.19MB
[09:39:58 INF] Usage: Total CPU 10.56% | App CPU 0.00% | App Heap 5.19MB
